"","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre","multiple_artists"
"4027","7tRbTqPDapZlGZfAjOqGNI","Surgeon","Surgeon (2014 Remaster)","Move - 2014 Remaster",8,233825,FALSE,0.835,0.979,"E",-7.168,"minor",0.272,0.00908,0.00926,0.124,0.723,134.987,"5","detroit-techno",FALSE
"4028","62s4BJHLdbyLKqxGWxXGax","Inner City","House Top 1000 (Mini Mix 001)","Big Fun 2017",11,198688,FALSE,0.673,0.931,"A#/Bb",-4.326,"minor",0.0394,0.000368,0.487,0.0435,0.931,122.023,"4","detroit-techno",FALSE
"4029","7BnSKRVchbOIcAuqoLGGpv","Theo Parrish","Sound Signature Sounds","Shadow Dancing",9,356733,FALSE,0.934,0.0464,"D",-23.757,"major",0.284,0.0333,0.776,0.0998,0.194,115.965,"4","detroit-techno",FALSE
"4030","3ECxNXlejuESJskGvgyaqp","Underground Resistance","Intersteller Fugitives","Thought 2",9,257733,FALSE,0.463,0.747,"C#/Db",-10.888,"major",0.0333,0.00967,0.886,0.0952,0.306,148.262,"4","detroit-techno",FALSE
"4031","47iUs9OANkLfhoYfnygXGO","Omar S","Thank You for Letting Me Be Myself","Broken Bammalance Horn",9,454995,FALSE,0.783,0.434,"E",-17.803,"minor",0.0794,0.709,0.88,0.111,0.205,122.993,"4","detroit-techno",FALSE
"4032","2SLCOt7CFuD4BpiIWj9Mce","Underground Resistance","Intersteller Fugitives","Negative Evolution",8,271746,FALSE,0.768,0.873,"B",-11.855,"minor",0.0701,0.0343,0.957,0.0859,0.0611,142.107,"3","detroit-techno",FALSE
"4033","3wWsdGGuCPmB6iwTFkIPnv","Omar S","Thank You for Letting Me Be Myself","Tardigrade's",8,261915,FALSE,0.823,0.877,"A#/Bb",-10.498,"minor",0.0621,0.0407,0.905,0.0956,0.129,123.986,"4","detroit-techno",FALSE
"4034","0rmf6y2h2xBn4HUdP20Sk5","Inner City","Good Life (Buena Vida)","Good Life (Buena Vida) - Carl Craig Mix",10,557373,FALSE,0.864,0.585,"E",-17.027,"minor",0.0844,0.00066,0.0122,0.364,0.797,130.001,"4","detroit-techno",FALSE
"4035","1FFowZA6yB3avKwJkTzcwG","Underground Resistance","Intersteller Fugitives","Ur on Mir",9,232693,FALSE,0.764,0.79,"A#/Bb",-10.907,"minor",0.0713,0.0303,0.764,0.342,0.789,139.696,"4","detroit-techno",FALSE
"4036","6u5w5g85GbCSwA5aRUZl5j","Underground Resistance","Intersteller Fugitives","Thought 1",9,243426,FALSE,0.718,0.921,"G",-10.308,"major",0.052,0.00146,0.786,0.108,0.396,150.037,"4","detroit-techno",FALSE
"4037","1K9rZwxQQIg5DszfBvcGGM","Underground Resistance","Electronic Warfare 2.0","Sabotage",9,297000,FALSE,0.421,0.457,"C#/Db",-12.745,"major",0.115,0.0372,0.897,0.0562,0.516,201.945,"3","detroit-techno",FALSE
"4038","4yuRuQDT6Bm42MBWLePGLI","Underground Resistance","Electronic Warfare 2.0","Hunting The Program Director",8,186306,FALSE,0.83,0.279,"G",-21.032,"major",0.138,0.0241,0.897,0.0857,0.293,132.983,"3","detroit-techno",FALSE
"4039","5wX65EOzonhFeSXf89uM2f","Underground Resistance","Somewhere In Detroit Mix Series Vol.1","Inspiration",8,146120,FALSE,0.625,0.505,"F#/Gb",-14.637,"minor",0.321,0.222,0.00214,0.23,0.657,143.256,"4","detroit-techno",FALSE
"4040","46bjyAViXopL0GUFq11PMu","Moodymann","Mahogany Brown","MahoganyBrown",32,333693,FALSE,0.714,0.73,"C#/Db",-12.801,"major",0.0372,0.352,0.372,0.155,0.884,119.89,"4","detroit-techno",FALSE
"4041","1uZHI2rWg7wHGIti4aYqdr","Omar S","You Want","The Sound of Neptune",35,328678,FALSE,0.878,0.72,"C",-5.772,"minor",0.115,0.0028,0.0583,0.0877,0.185,123.045,"4","detroit-techno",FALSE
"4042","0B1xAsEU2g2IHjGafuIhrr","Omar S","Pull Ovaa","Pull Ovaa",9,476968,FALSE,0.594,0.935,"A#/Bb",-7.439,"minor",0.0762,0.000507,0.881,0.314,0.358,124.946,"4","detroit-techno",FALSE
"4043","2qXCLKpQlWWQq1A9sFRUu8","Omar S","Thank You for Letting Me Be Myself","Thank U 4 Letting Me Be Myself",35,459964,FALSE,0.811,0.518,"F#/Gb",-9.314,"major",0.0591,6.81e-05,0.787,0.107,0.936,122.999,"4","detroit-techno",FALSE
"4044","4gJDNMdYFE3lbuG1EFbVuj","Omar S","That's Me","That's Me",8,459421,FALSE,0.902,0.879,"G",-10.577,"minor",0.0671,0.00885,0.836,0.118,0.61,122.084,"4","detroit-techno",FALSE
"4045","3AwHduBmnwCg88Odj55aOw","Omar S","003","Always There",9,302057,FALSE,0.799,0.95,"G#/Ab",-9.907,"major",0.042,0.000761,0.951,0.0883,0.8,120.026,"4","detroit-techno",FALSE
"4046","6JLxG1nv4TV81YcP51D0R6","Plastikman;Richie Hawtin","Plastique","Freek",8,368719,FALSE,0.807,0.868,"B",-11.866,"minor",0.0567,0.131,0.97,0.0789,0.214,129.777,"4","detroit-techno",TRUE
"4047","0AqjMyBqLX3g2EHdHCuXTA","Omar S","Annoying Mumbling Alkaholik","Annoying Mumbling Alkaholik",8,507263,FALSE,0.748,0.72,"G#/Ab",-13.085,"minor",0.0342,0.000314,0.881,0.351,0.6,120.967,"4","detroit-techno",FALSE
"4048","5oVfMqZc4IL0InTSJT955E","Surgeon","Pet 2000 (2014 Remaster)","Badger Bite - 2014 Remaster",8,440517,FALSE,0.828,0.71,"A#/Bb",-4.5,"minor",0.338,0.0305,0.0253,0.11,0.192,134.995,"4","detroit-techno",FALSE
"4049","4tkzj544tGv4DwYfqflzw8","Omar S","You Want","1993",8,443873,FALSE,0.796,0.468,"C#/Db",-12.553,"major",0.0597,0.00113,0.884,0.0884,0.124,127.988,"4","detroit-techno",FALSE
"4050","1qp5TjkJT3k1wkA2lR0BSG","Omar S","Thank You for Letting Me Be Myself","Dumpster Graves",9,292217,FALSE,0.786,0.714,"A",-10.344,"minor",0.0595,0.000726,0.908,0.101,0.269,119.956,"4","detroit-techno",FALSE
"4051","5ZneBe25xYNfVtGeuTOicv","Omar S","Thank You for Letting Me Be Myself","She's Sah Hero Nik",9,212938,FALSE,0.892,0.255,"C",-11.665,"major",0.109,0.00767,0.957,0.125,0.569,121.005,"4","detroit-techno",FALSE
"4052","3D8qKdg4XDAG7vqAQDHJm4","Jeff Mills","Three Ages","Present Age",9,355226,FALSE,0.523,0.773,"D#/Eb",-15.108,"minor",0.0454,0.000646,0.894,0.204,0.819,125.904,"3","detroit-techno",FALSE
"4053","26X6cHqqfUz9i9YKkZO8Dq","Jeff Mills","Three Ages","Roman Age",9,242506,FALSE,0.7,0.549,"C#/Db",-17.226,"major",0.0324,0.541,0.833,0.129,0.831,122.883,"4","detroit-techno",FALSE
"4054","2gKffHSIa7Rz4gqo7O5dDU","Jeff Mills","Soma25","A Tale from the Parallel Universe",8,288471,FALSE,0.559,0.971,"B",-7.106,"major",0.039,2.88e-05,0.667,0.0609,0.547,122.813,"4","detroit-techno",FALSE
"4055","1IK17AhuYXruOk3Tyz5sae","Jeff Mills","Three Ages","The Meaning Of Everything",8,286293,FALSE,0.752,0.666,"F#/Gb",-13.98,"major",0.0556,0.14,0.839,0.067,0.835,121.552,"4","detroit-techno",FALSE
"4056","7iFP0xVztATYcYbVSsuVcf","Jeff Mills","SIGHT SOUND AND SPACE","Devices",8,305173,FALSE,0.528,0.844,"A#/Bb",-10.246,"minor",0.0395,0.232,0.857,0.0795,0.142,124.075,"4","detroit-techno",FALSE
"4057","53dWjYBxCqsp1DGkgGWmAq","Jeff Mills","SIGHT SOUND AND SPACE","The Drive Home",8,452413,FALSE,0.426,0.62,"C",-10.532,"minor",0.0294,0.0229,0.873,0.229,0.557,106.003,"4","detroit-techno",FALSE
"4058","5ChQHuUXuYUYdJEvoXBE9d","Jeff Mills","SIGHT SOUND AND SPACE","The Resolution",7,253133,FALSE,0.715,0.953,"C#/Db",-4.343,"major",0.0517,0.0164,0.921,0.31,0.55,130.596,"4","detroit-techno",FALSE
"4059","24mkZlzjjE4N7n38pkF3RS","Moodymann","Moodymann","Desire",37,263653,FALSE,0.809,0.5,"F#/Gb",-13.677,"minor",0.0511,0.0203,0.119,0.0823,0.162,126.973,"4","detroit-techno",FALSE
"4060","5aEZnpiTgTji3UMxQNkxeF","Theo Parrish","Smile","Lost Angel",31,572492,FALSE,0.745,0.447,"B",-17.864,"minor",0.061,0.265,0.916,0.0908,0.0852,114.901,"4","detroit-techno",FALSE
"4061","3p7Ydiltj799Rx3JfjARxF","Moodymann","Forevernevermore","Tribute",38,361066,FALSE,0.765,0.753,"G",-9.061,"major",0.147,0.509,0.588,0.221,0.493,120.486,"4","detroit-techno",FALSE
"4062","1YBmPo2tNkfOa9Su2EU0L5","Model 500","Deep Space","Milky Way",9,403000,FALSE,0.606,0.864,"C#/Db",-9.724,"major",0.0415,0.000178,0.801,0.35,0.567,125.02,"4","detroit-techno",FALSE
"4063","3tfpMkC7BWtxNPeq3Xfcfb","Surgeon","Luminosity Device","Master of All Visible Shapes",7,386535,FALSE,0.511,0.733,"C#/Db",-12.591,"major",0.0668,0.00242,0.852,0.112,0.0399,119.978,"4","detroit-techno",FALSE
"4064","1qbPD0H4k3JqTL6Q3OLBKL","Aril Brikha","Ex Machina","Last One",7,484386,FALSE,0.79,0.804,"B",-13.473,"major",0.0749,0.766,0.939,0.102,0.402,130.046,"4","detroit-techno",FALSE
"4065","4iFoGE9sWSzHY8iGUNwN1q","Model 500","Starlight","Starlight - The Mike Huckaby S Y N T H Mix",8,484357,FALSE,0.671,0.653,"C#/Db",-21.422,"minor",0.095,0.542,0.91,0.157,0.152,121.991,"4","detroit-techno",FALSE
"4066","6ZnOJW4i62qSIXg6x7hP5y","Surgeon","DJ-Kicks (Scuba) [DJ Mix]","the power of doubt - Mixed",9,115828,FALSE,0.72,0.849,"G",-12.257,"major",0.0536,0.000194,0.895,0.0906,0.372,132.642,"4","detroit-techno",FALSE
"4067","2SQ7A4PRjzF10B47tJJ7Pd","Surgeon","Basictonalvocabulary","9 Hours into the Future",8,269866,FALSE,0.527,0.937,"F#/Gb",-12.905,"major",0.126,0.0635,0.888,0.1,0.897,171.961,"5","detroit-techno",FALSE
"4068","1dcCbOhMl5LKAj27DrINGN","Surgeon","Midnight Club Tracks II","Midnight Club Tracks II, Pt. 1",7,408358,FALSE,0.695,0.983,"A#/Bb",-6.204,"minor",0.0509,0.000169,0.895,0.0437,0.37,133.989,"4","detroit-techno",FALSE
"4069","6nMsd4cHMTwUCs4NbQsBIj","Carl Craig","Monday Dreamin'","Forever Free",8,505572,FALSE,0.381,0.733,"F",-7.759,"major",0.0398,0.0141,0.841,0.0772,0.134,114.968,"4","detroit-techno",FALSE
"4070","3oLNnrjAPfRDJoP9UraESJ","Aril Brikha","Deeparture in Time - Revisited","Read Only Memory",8,441000,FALSE,0.543,0.614,"F#/Gb",-13.445,"major",0.0759,0.54,0.949,0.107,0.232,127.803,"4","detroit-techno",FALSE
"4071","3QoTaFCApi4zRHwPdZSZq6","Carl Craig","The Album Formerly Known As ...","Sparkle",7,302972,FALSE,0.299,0.877,"D",-7.981,"major",0.0415,0.000507,0.865,0.0548,0.336,129.94,"4","detroit-techno",FALSE
"4072","2PicC4McqdQNY3wDrPgUhI","Surgeon","Luminosity Device","The Vibratory Waves of External Unity",8,399479,FALSE,0.743,0.906,"E",-11.13,"minor",0.105,0.059,0.881,0.116,0.0651,130.007,"4","detroit-techno",FALSE
"4073","3546TOoOLTHy5p1xrlSNA7","Carl Craig","Versus","C-Beams Glitter",9,119363,FALSE,0.516,0.431,"C",-18.657,"major",0.0698,0.00374,0.746,0.14,0.354,123.033,"5","detroit-techno",FALSE
"4074","6O0gkgGJUsT5uX4w8agNOO","Model 500","Classics","Ocean To Ocean - Instrumental",8,403466,FALSE,0.676,0.705,"C#/Db",-13.912,"major",0.0811,0.0126,0.887,0.215,0.399,124.751,"4","detroit-techno",FALSE
"4075","04UXW6Ms6KxgGhILbOcYLg","Theo Parrish","That Day / How I Feel","That Day - Original",8,570000,FALSE,0.866,0.25,"A#/Bb",-21.055,"minor",0.0923,0.00209,0.911,0.115,0.306,110.918,"4","detroit-techno",FALSE
"4076","74MKJXjfHL64iWWltJFVU4","Surgeon","Basictonalvocabulary","Return",7,274866,FALSE,0.741,0.863,"B",-14.301,"major",0.112,0.38,0.879,0.111,0.482,137.728,"4","detroit-techno",FALSE
"4077","3kN6xEX254D9uJh9UnxPSu","Carl Craig","More Songs About Food and Revolutionary Art","Suspiria",7,245146,FALSE,0.387,0.544,"F",-13.538,"major",0.0569,3.2e-06,0.924,0.332,0.206,105.165,"4","detroit-techno",FALSE
"4078","3YOTmsDDNbu87ZnZlaXIz0","Carl Craig","The Album Formerly Known As ...","Technology",8,412799,FALSE,0.724,0.551,"A#/Bb",-11.679,"minor",0.0709,0.00489,0.114,0.097,0.558,128.006,"4","detroit-techno",FALSE
"4079","7IR4owtYSsJeMlJa7nzVHY","Model 500","Classics","Techno Music - M500 Version",8,336600,FALSE,0.746,0.952,"D",-11.342,"major",0.0636,0.00157,0.889,0.0674,0.804,129.672,"4","detroit-techno",FALSE
"4080","5lv8FjabZC7IgQs243xY8z","Model 500","Classics","Off To Battle - Remix",9,367133,FALSE,0.625,0.698,"E",-14.417,"minor",0.0409,0.0109,0.922,0.34,0.18,126.691,"4","detroit-techno",FALSE
"4081","3RvYbp6drRsz55qFO7aZYJ","Surgeon","Basictonalvocabulary","Krautrock",8,271106,FALSE,0.78,0.823,"G",-12.365,"major",0.0741,0.192,0.849,0.0888,0.972,137.715,"4","detroit-techno",FALSE
"4082","0zqitdzaPgQbxKXhkrU0yo","Moodymann","Silence In The Secret Garden","On My Way Home",9,216666,FALSE,0.791,0.597,"F#/Gb",-14.006,"major",0.0469,0.000109,0.874,0.356,0.605,133.783,"4","detroit-techno",FALSE
"4083","0UxINZ9R6LuUsU9o016EW3","Model 500","Classics","Electric Entourage",8,408000,FALSE,0.762,0.742,"G",-14.771,"major",0.0589,0.00433,0.889,0.153,0.821,133.551,"4","detroit-techno",FALSE
"4084","2raF2G1hoJbJuvXHZPQbzf","Carl Craig","The Album Formerly Known As ...","Landcruising",9,372692,FALSE,0.384,0.708,"A#/Bb",-10.687,"minor",0.0458,0.00548,0.884,0.137,0.236,127.012,"4","detroit-techno",FALSE
"4085","68rD3W0GlqsVBlN492uyCs","Surgeon","Force + Form","Returning to the Purity of Current",9,502440,FALSE,0.558,0.756,"C#/Db",-12.783,"major",0.13,0.000609,0.82,0.189,0.0797,133.979,"4","detroit-techno",FALSE
"4086","1rMc6JsBrfyLx2wgZGofcK","Theo Parrish","Wuddaji","Radar Detector",8,377286,FALSE,0.798,0.753,"C#/Db",-7.878,"major",0.119,0.0253,0.934,0.106,0.492,121.764,"4","detroit-techno",FALSE
"4087","46B6HcZpHP2S7TwREQ6ruD","Carl Craig","The Album Formerly Known As ...","Mind Of A Machine",8,417092,FALSE,0.431,0.684,"F",-11.158,"minor",0.0396,0.000556,0.883,0.189,0.201,150.065,"4","detroit-techno",FALSE
"4088","7Ltbq7TM7kIH8cWWAtXyqD","Theo Parrish","Sound Signature Sounds","Lake Shore Drive",9,311333,FALSE,0.656,0.47,"G",-16.067,"major",0.138,0.000877,0.934,0.209,0.733,122.552,"4","detroit-techno",FALSE
"4089","4HFfI1cHi6dTkFY9Y1tabr","Terrence Parker","Something Here for the Club","Something Here for the Club - Vocal",47,402494,FALSE,0.832,0.854,"A",-5.498,"major",0.0441,0.000323,0.555,0.0303,0.918,130.035,"4","detroit-techno",FALSE
"4090","7l9HIihZ6ktmmYUCRv5fr8","Aril Brikha","Palma Ep","Palma - Original Mix",9,518095,FALSE,0.769,0.917,"A#/Bb",-13.125,"minor",0.0402,0.0625,0.825,0.0909,0.758,126.004,"4","detroit-techno",FALSE
"4091","0FoBLDicgJ05xqJX6Zn4JB","Aril Brikha","Deeparture in Time - Revisited","Bytes",7,448773,FALSE,0.793,0.58,"A#/Bb",-12.653,"minor",0.0559,0.0111,0.911,0.107,0.325,133.022,"4","detroit-techno",FALSE
"4092","2nOApsl8Oksuf3pbRrWYQO","Aril Brikha","Prisma","Prisma",7,424520,FALSE,0.8,0.864,"F#/Gb",-12.815,"major",0.0639,0.00106,0.91,0.0717,0.35,124.999,"4","detroit-techno",FALSE
"4093","1YbCIWBvpqdkCzVwKTdZG2","Plastikman;Richie Hawtin","Musik","Plasmatik",9,326946,FALSE,0.652,0.49,"F#/Gb",-13.715,"major",0.0652,0.00234,0.799,0.0929,0.0573,94.923,"4","detroit-techno",TRUE
"4094","5cmma0QVY6aG5IyJYJcmjK","Aril Brikha","Loveland 20 Year Anniversary Collection","Zon",8,519666,FALSE,0.793,0.848,"C#/Db",-10.42,"minor",0.0719,0.0603,0.926,0.112,0.329,124.993,"4","detroit-techno",FALSE
"4095","6yUH4ZwfSvvDXfLKNtvQAS","Terrence Parker","Cry 4 U (Remixes)","Cry 4 U - Sheryl's Lovely Drum Mix",9,469228,FALSE,0.679,0.847,"G#/Ab",-5.328,"major",0.0487,0.000381,2.29e-05,0.112,0.415,125.01,"4","detroit-techno",FALSE
"4096","0b5ZlgCHOcOhxybviezCEj","Terrence Parker","Listen to the Melody","Listen to the Melody",7,454368,FALSE,0.763,0.727,"C",-5.907,"minor",0.0331,0.0316,0.188,0.117,0.788,120.006,"4","detroit-techno",FALSE
"4097","29FfHEVD6XhlJ6XiGkuvHn","Terrence Parker","Big Bad Wolf","Big Bad Wolf",9,449909,FALSE,0.728,0.858,"B",-5.778,"major",0.0349,0.0155,0.0154,0.0706,0.947,125.011,"4","detroit-techno",FALSE
"4098","6TrSoNlSqKpZaQFdauwQqw","Terrence Parker","Terrence Parker Presents: Disco Revisited","Gonna Rock You All Night - Original Mix",8,447285,FALSE,0.823,0.894,"F",-10.153,"minor",0.0437,0.00227,0.79,0.184,0.745,125.031,"4","detroit-techno",FALSE
"4099","0tg6brpFSp1sbiNq9Go1O4","Plastikman;Richie Hawtin","Musik","Ethnik",9,545400,FALSE,0.501,0.476,"G",-16.44,"major",0.0686,0.000101,0.689,0.101,0.0469,97.903,"4","detroit-techno",TRUE
"4100","3P76d63QTF3EgCsdZTBW0S","Terrence Parker","Welcome to Southfield","Welcome to Southfield",8,336596,FALSE,0.761,0.978,"G",-9.163,"major",0.0566,0.000386,0.894,0.0498,0.571,123.148,"4","detroit-techno",FALSE
"4101","6DqeaBY8ToNHFiE3Bux1Yt","Plastikman;Richie Hawtin","Sheet One (Remastered)","Smak (Remastered)",9,552289,FALSE,0.457,0.97,"F#/Gb",-9.086,"major",0.103,0.00121,0.87,0.667,0.0444,127.859,"4","detroit-techno",TRUE
"4102","6gpyojsrdTrg7CcVS50DqM","Terrence Parker","Pure Disco","Pure Disco",7,337031,FALSE,0.644,0.783,"D",-10.19,"major",0.0434,0.00053,0.899,0.0639,0.713,125.525,"4","detroit-techno",FALSE
"4103","5jR2lmFzDVVahRlBzuV4HP","Terrence Parker","My Beloved Sheryl (Songs Have Everlasting Radiant Yielding Love)","It's Sheryl Amazing",8,375605,FALSE,0.805,0.87,"B",-5.646,"major",0.0489,0.0382,0.18,0.0495,0.917,124.997,"4","detroit-techno",FALSE
"4104","0EEEZg4iec2SEY2IYzDI5n","Drexciya","Journey of the Deep Sea Dweller I","Beyond the Abyss",9,137849,FALSE,0.767,0.611,"B",-15.405,"minor",0.0833,0.063,0.956,0.0678,0.557,143.489,"4","detroit-techno",FALSE
"4105","5hrZ3lIqRP18NFfFOCBHVv","Drexciya","Grava 4","Gravity Waves",8,372133,FALSE,0.606,0.943,"G#/Ab",-8.83,"minor",0.0487,5.44e-05,0.812,0.845,0.531,130.325,"4","detroit-techno",FALSE
"4106","2g1VgtcpuSxUC754KqXUKB","Theo Parrish","Sound Signature Sounds","Took Me All the Way Back",7,543400,FALSE,0.706,0.595,"F#/Gb",-13.406,"minor",0.398,0.203,0.294,0.148,0.115,126.94,"4","detroit-techno",FALSE
"4107","28Dc5AD9fNd6V7NpiW2nR9","Terrence Parker","My Beloved Sheryl (Songs Have Everlasting Radiant Yielding Love)","Sheryl Melts My Heart",7,433098,FALSE,0.633,0.713,"C",-7.573,"minor",0.0273,0.00717,0.905,0.115,0.667,120.009,"4","detroit-techno",FALSE
"4108","7yAgvZD5J0ES2ykZtBgHqS","Omar S","You Want","Don't Get in My Way",9,270337,FALSE,0.539,0.857,"G",-7.023,"major",0.374,0.0208,0,0.122,0.619,64.126,"4","detroit-techno",FALSE
"4109","439rignaksYfsqi7V8YOld","Terrence Parker","Gratiot Avenue Piano / Unconditional","Gratiot Avenue Piano",9,399297,FALSE,0.802,0.879,"C#/Db",-5.117,"major",0.0687,0.000869,0.811,0.0675,0.962,124,"4","detroit-techno",FALSE
"4110","6RXR3QADZ01gL9HRoNNgxq","Terrence Parker","The Emancipation Of My Soul","A Track For Love - Original Mix",8,357030,FALSE,0.807,0.628,"F#/Gb",-17.592,"major",0.0648,0.00125,0.932,0.0581,0.319,123.059,"4","detroit-techno",FALSE
"4111","6kqa34UdMHBvR2VOBLSxE0","Drexciya","Journey of the Deep Sea Dweller III","Unknown Journey IV",8,204331,FALSE,0.673,0.871,"G#/Ab",-8.618,"major",0.0438,0.00049,0.00568,0.348,0.391,140.022,"4","detroit-techno",FALSE
"4112","7ib1AuW6jBVHkaNHu7z1PT","Drexciya","Journey of the Deep Sea Dweller I","Unknown Journey I",8,285817,FALSE,0.628,0.633,"G",-9.691,"minor",0.0456,0.0481,0.917,0.0633,0.619,125.946,"4","detroit-techno",FALSE
"4113","06qKv0Ur7npCPhyf5puka9","Drexciya","Neptune's Lair","Running out of Space",34,114533,FALSE,0.521,0.599,"G#/Ab",-7.461,"major",0.0307,0.0229,0.351,0.104,0.0973,133.48,"4","detroit-techno",FALSE
"4114","4MCpoV8h67xJlaz1japyZc","Octave One","Octivation EP","Paradise",4,325230,FALSE,0.57,0.822,"D",-13.982,"minor",0.0418,0.00728,0.907,0.0786,0.656,124.594,"4","detroit-techno",FALSE
"4115","7Jdg9ClPZOi6sSMiFNuAIG","Octave One","Reworks","Believer [featuring Ann Saunderson] - The Edit",7,212973,FALSE,0.669,0.767,"C",-7.707,"minor",0.0313,0.000245,0.84,0.135,0.676,123.008,"4","detroit-techno",FALSE
"4116","2yEVnWt3dUUMqDWvBhPNjL","Octave One","Locus of Control Vol. 1","Injection",6,525714,FALSE,0.654,0.695,"G",-8.856,"major",0.0335,0.00219,0.835,0.127,0.584,126.001,"4","detroit-techno",FALSE
"4117","7rH7ZOH98bdupI0LaV08jp","Octave One","Depth Charge 3","Meridian",5,289666,FALSE,0.901,0.552,"A",-18.043,"minor",0.124,0.0689,0.828,0.0848,0.64,133.063,"4","detroit-techno",FALSE
"4118","3QZ5QFl2urRYAG9R9kqeex","Octave One","Blackstage Re-Works","Working Night Remix",7,400293,FALSE,0.901,0.793,"A",-7.687,"minor",0.0779,0.00166,0.639,0.107,0.544,135.396,"4","detroit-techno",FALSE
"4119","2GmF8KTYxu6Ge1vUcjXylP","Octave One","Burn It Down","Jazzo",6,403229,FALSE,0.829,0.585,"A",-7.101,"major",0.0474,0.00122,0.853,0.0575,0.487,124.985,"4","detroit-techno",FALSE
"4120","51teckQO0O1ql5D4edLdua","Octave One","Love by Machine","7 b4 Dawn - Original Mix",5,382427,FALSE,0.836,0.798,"A",-8.995,"minor",0.0463,0.00068,0.941,0.0739,0.925,126.006,"4","detroit-techno",FALSE
"4121","6r2Rg67Q3McN5H80XFzjbp","Inner City","Praise","Praise",9,315246,FALSE,0.584,0.649,"F",-14.83,"minor",0.0395,0.0112,0.00508,0.0532,0.549,124.903,"4","detroit-techno",FALSE
"4122","55A1oAOjZSYxAAWPKLvWRf","Drexciya","Journey of the Deep Sea Dweller II","Aqua Jujidsu",8,178432,FALSE,0.643,0.91,"D",-13.339,"major",0.0708,0.00291,0.888,0.595,0.596,153.484,"4","detroit-techno",FALSE
"4123","1OYe9yrMMvcKxiXV0JTRlD","Inner City","Fire","Lovelight",8,251906,FALSE,0.73,0.691,"G#/Ab",-12.89,"major",0.0378,0.0872,0.0278,0.122,0.93,124.196,"4","detroit-techno",FALSE
"4124","66JfCKNdHcuH0SekHH0l1i","Drexciya","Journey of the Deep Sea Dweller IV","Unknown Journey X",9,100314,FALSE,0.493,0.869,"A#/Bb",-9.037,"minor",0.0635,0.279,0.842,0.0839,0.74,131.525,"4","detroit-techno",FALSE
"4125","2GSOpyN4SFXX4Z6Pek3TeK","Inner City","Big Fun","Big Fun - Kenny Hawkes Remake",9,348520,FALSE,0.816,0.711,"A#/Bb",-5.703,"minor",0.0673,0.0017,0.0251,0.105,0.959,125.007,"4","detroit-techno",FALSE
"4126","7Iv25IvjPDJfug1PIjuDEg","Octave One","One Black Water (feat. Ann Saunderson) [Full Strings Vocal Mix]","Blackwater - E-Dancer Vocal Dub Edit",7,240186,FALSE,0.666,0.628,"C",-9.373,"major",0.0373,0.00337,0.89,0.0921,0.436,133.985,"4","detroit-techno",FALSE
"4127","7cjwp1kToRye3ZX5ZiwYh5","Drexciya","Harnessed the Storm","Aquatic Cataclysm",9,319213,FALSE,0.78,0.573,"A#/Bb",-13.034,"minor",0.0599,0.0837,0.922,0.0907,0.641,131.862,"4","detroit-techno",FALSE
"4128","31EuYrmltdwn2sFFiYEe9K","Inner City","Praise","Follow Your Heart",9,309418,FALSE,0.624,0.773,"A#/Bb",-12.289,"minor",0.0368,0.000861,0.466,0.331,0.646,125.959,"4","detroit-techno",FALSE
"4129","0dCr81Sdt7dfWVK3LT7Vbx","Drexciya","Journey of the Deep Sea Dweller IV","Unknown Journey IX",8,141932,FALSE,0.518,0.993,"B",-7.485,"minor",0.0719,0.00461,0.0188,0.066,0.473,130.581,"4","detroit-techno",FALSE
"4130","0tpcmNOxt6CrsC1dTvbTyY","Drexciya","Journey of the Deep Sea Dweller II","Anti Vapour Waves",9,210182,FALSE,0.658,0.908,"B",-11.575,"minor",0.0513,0.217,0.82,0.0737,0.732,137.891,"4","detroit-techno",FALSE
"4131","0GQ6hfhyyeNeVHYKc6guE3","Drexciya","Journey of the Deep Sea Dweller II","Davey Jones Locker",9,194856,FALSE,0.601,0.922,"B",-14.379,"minor",0.058,0.0106,0.709,0.0857,0.626,100.859,"4","detroit-techno",FALSE
"4132","62djY7ExTqSLDO7yC2jb5v","Drexciya","DJ-Kicks (Gold Panda) [DJ Mix]","Andreaen Sand Dunes - Mixed",8,210760,FALSE,0.641,0.828,"F",-5.079,"minor",0.0463,0.000105,0.889,0.0804,0.598,129.232,"4","detroit-techno",FALSE
"4133","3yDRmusu4Br0zzfdSzEGeH","Drexciya","Journey of the Deep Sea Dweller III","The Countdown Has Begun",9,187195,FALSE,0.766,0.98,"B",-10.674,"minor",0.0518,0.00341,0.921,0.105,0.46,124.306,"4","detroit-techno",FALSE
"4134","43pfwZjgh4ehc12kwgu3Yd","Drexciya","Journey of the Deep Sea Dweller I","Darthouven Fish Men",8,173697,FALSE,0.756,0.976,"E",-7.754,"minor",0.0923,0.000242,0.847,0.19,0.481,128.951,"4","detroit-techno",FALSE
"4135","6bzIIFd0wCKjvDuDQO96DQ","Inner City","Good Life - The Best Of Inner City","That Man (He's All Mine)",8,188533,FALSE,0.728,0.797,"A#/Bb",-8.687,"minor",0.0694,0.00387,0.0454,0.0375,0.779,111.975,"4","detroit-techno",FALSE
